Protein.Group	Protein.Ids	Genes	proteomics_stem_cell_all	proteomics_stem_cell_sorted	proteomics_stem_cell_unsorted	proteomics_pooled	proteomics_human_islets
Q9BUI4	Q9BUI4	POLR3C	9557.2	8718.6	9976.5	7972.5	7662.6
Q9BUJ0	Q9BUJ0	ABHD14A	3012.1	4098.7	2468.8	1984.7	2704
Q9BUJ2	Q9BUJ2	HNRNPUL1	78607.1	77182.3	79319.5	79887.8	54161.7
Q9BUK6	Q9BUK6	MSTO1	7400.3	7005.1	7597.8	16844.5	6930.7
Q9BUL5	Q9BUL5	PHF23	7402.9	6732.6	7738	5501	5540.4
Q9BUL8	Q9BUL8	PDCD10	46838.6	46222.7	47146.5	29056.7	52724.6
Q9BUL9	Q9BUL9	RPP25	1480.2	1853.2	1344.6	4880.2	2052.8
Q9BUN8	Q9BUN8	DERL1	16092.6	15227.4	16525.3	29142.9	27857.2
Q9BUP0	Q9BUP0	EFHD1	4712.1	5249.1	4390	2465.3	2380.8
Q9BUP3	Q9BUP3	HTATIP2	17795.5	21184.6	16100.9	18626.2	23220.7
Q9BUQ8	Q9BUQ8	DDX23	37361.2	35190	38446.8	40640.3	30860.7
Q9BUR4	Q9BUR4	WRAP53	3348.2	2904.7	3570	4126.1	3069.2
Q9BUR5	Q9BUR5	APOO	22620.8	19642.3	24110	52839.1	46078.4
Q9BUT1	Q9BUT1	BDH2	49751.1	40333.9	54459.7	21025.1	24913.2
Q9BUT9	Q9BUT9	MCRIP2	1076.9	896.8	1166.9		740.2
Q9BUW7	Q9BUW7	C9orf16	3441		3441		4029.3
Q9BV10	Q9BV10	ALG12	10393.6	11364.8	9908	5703.7	11118.7
Q9BV19	Q9BV19	C1orf50	2245.4	2846.3	1917.7	4385	1548.4
Q9BV20	Q9BV20	MRI1	24200.2	23341.3	24629.7	18327.3	20179.1
Q9BV23	Q9BV23	ABHD6	1649	1783.4	1575.8	1765.8	1494.5
Q9BV35	Q9BV35	SLC25A23	5324.5	5572.8	5159	4841.5	4335.9
Q9BV36	Q9BV36	MLPH	1126.5		1126.5	1283	2762.6
Q9BV38	Q9BV38	WDR18	34875.9	32708.7	35959.5	12634	17905.7
Q9BV40	Q9BV40	VAMP8	15795.8	15138.1	16124.6	40680.2	28464.1
Q9BV44	Q9BV44	THUMPD3	4821.8	5196.3	4634.5	4170.7	5763.6
Q9BV47	Q9BV47	DUSP26	1619.7	1619.7		3002.5	2645.4
Q9BV57	Q9BV57	ADI1	9476.7	6925.4	10752.3	6961.9	3481.3
Q9BV68	Q9BV68	RNF126	12931.2	12998.4	12894.6	8294.2	12968.3
Q9BV73	Q9BV73	CEP250	2055.9	2061.3	2052.6	8599.9	2790.6
Q9BV79	Q9BV79	MECR	8205.4	7848.3	8384	18843.8	11527.1
Q9BV81	Q9BV81	EMC6	16606.2	19715.4	15051.6	12504.9	19987.1
Q9BV86	Q9BV86	NTMT1	12716.8	12064.5	13043	9853.9	11039.5
Q9BV90	Q9BV90	SNRNP25	2286.6	1637.8	2379.3	1779.6	1163.7
Q9BV94	Q9BV94	EDEM2	1788	1688.1	1830.9	2829.4	2399.6
Q9BVA0	Q9BVA0	KATNB1	4492.1	5458.9	4008.8	6945.8	3131.4
Q9BVA1	Q9BVA1	TUBB2B	374756.5	398784.8	362742.3	35277.9	56323.2
Q9BVA6	Q9BVA6	FICD	3955.6		3955.6	7355.7	7535.2
Q9BVC4	Q9BVC4	MLST8	8251.1	7891.2	8431.1	5156.1	6515.9
Q9BVC5	Q9BVC5	C2orf49	6599.5	5582.8	7107.9	3426.2	5228.7
Q9BVC6	Q9BVC6	TMEM109	53104.7	38767.7	60273.1	133816.4	121657.1
Q9BVG4	Q9BVG4	PBDC1	29225.9	28381.2	29648.2	36133.4	27425.9
Q9BVG8	Q9BVG8	KIFC3	1149	1232.3	1103.6	2575.2	1399.7
Q9BVG9	Q9BVG9	PTDSS2	2249.8	1851.4	2449	3006.4	1504.7
Q9BVH7	Q9BVH7	ST6GALNAC5	1322.6	1406.4	1113.3		451.3
Q9BVI4	Q9BVI4	NOC4L	7221.1	6630.6	7516.4	8141.5	6849.9
Q9BVJ6	Q9BVJ6	UTP14A	4111.8	3656.3	4339.5	6234.9	4543.6
Q9BVJ7	Q9BVJ7	DUSP23	23234.6	22250.8	23726.5	57319.7	17614.7
Q9BVK6	Q9BVK6	TMED9	267855.6	260717.2	271424.8	270652.7	418434.2
Q9BVL2	Q9BVL2	NUP58	10510.5	10253.1	10639.2	13658.4	10752.9
Q9BVL4	Q9BVL4	SELENOO	8706.2	9726	8196.3	10482.3	8307.5
Q9BVM2	Q9BVM2	DPCD	27260.7	24319.7	28731.3	14737.3	11759.5
Q9BVM4	Q9BVM4	GGACT	4709.9	3882	5123.8	14494.1	9919
Q9BVN2	Q9BVN2	RUSC1	2500.3	3131.8	2289.8	2564.1	2929.6
Q9BVP2	Q9BVP2	GNL3	13086.7	11037.7	14111.2	18856.2	13119.4
Q9BVQ7	Q9BVQ7	SPATA5L1	2417.5	2291.2	2480.7	9998	3601.8
Q9BVS4	Q9BVS4	RIOK2	2497.3	2693	2379.9		3028.7
Q9BVS5	Q9BVS5	TRMT61B	2291.2	2198.2	2342	4113.1	2652.1
Q9BVT8	Q9BVT8	TMUB1	12943.8	13262.5	12784.5	58770.4	22738
Q9BVV7	Q9BVV7	TIMM21	7396.2	7410.8	7388.9	5542.3	5942.2
Q9BW04	Q9BW04	SARG	7854.2	7801.2	7880.6	28530.9	18463.6
Q9BW27	Q9BW27	NUP85	21091.1	18844	22214.7	12434	18181
Q9BW30	Q9BW30	TPPP3	43048.7	49947.9	39599.1	137648	92182.8
Q9BW60	Q9BW60	ELOVL1	7027.7	8541.3	6270.8	7337.8	8364.6
Q9BW61	Q9BW61	DDA1	6187	5208.3	6676.4	9500	5951.4
Q9BW62	Q9BW62	KATNAL1	9161.9	10581.9	8451.9	7894.4	4916.5
Q9BW71	Q9BW71	HIRIP3	3252.7	4784.4	2997.4	9072.8	4263.8
Q9BW83	Q9BW83	IFT27	18345.5	18185.2	18425.7	22161.9	13105.7
Q9BW85	Q9BW85	YJU2	3326.5	2978.6	3453	4873.2	3260.8
Q9BW91	Q9BW91	NUDT9	10562.8	10811.7	10438.3	19746.2	19707
Q9BW92	Q9BW92	TARS2	9745.2	6895.4	11170.1	13637.6	13287.7
Q9BWC9	Q9BWC9	CCDC106	3891.7	4373.2	3651	3039.4	3120.4
Q9BWD1	Q9BWD1	ACAT2	71529.5	79527.4	67530.6	18899.1	17013
Q9BWE0	Q9BWE0	REPIN1	6307.3	5253.8	6834.1	10319.8	5022.6
Q9BWF3	Q9BWF3	RBM4	44687.6	43284.7	45389.1	26800.2	29177.1
Q9BWG4	Q9BWG4	SSBP4	4691.2	5284.7	4367.5	3842.6	3424.5
Q9BWH2	Q9BWH2	FUNDC2	17812.3	17934.3	17751.4	72330.9	42274.3
Q9BWH6	Q9BWH6	RPAP1	11229.1	9572.4	12057.5	12571	8059
Q9BWJ5	Q9BWJ5	SF3B5	5072.7	3377.6	5920.3	8333	3386.7
Q9BWL3	Q9BWL3	C1orf43	2387.3	1915.6	2724.2	5149.6	2409.3
Q9BWM7	Q9BWM7	SFXN3	17319.9	16843.8	17557.9	56250.5	33670.5
Q9BWN1	Q9BWN1	PRR14	1327.8	1665.2	1159.1	1731.6	1419.4
Q9BWQ6	Q9BWQ6	YIPF2	9671.3	11242.5	8885.7	11439	21383.8
Q9BWS9	Q9BWS9	CHID1	24281.9	24805	24020.4	42452.4	38757.7
Q9BWU0	Q9BWU0	SLC4A1AP	8612.5	9193.5	8322	10589.9	8664.7
Q9BWW4	Q9BWW4	SSBP3	5760	5093.8	6093	3201.5	2092.1
Q9BX10	Q9BX10	GTPBP2	4830.9	4696.2	4915.1		4828
Q9BX40	Q9BX40	LSM14B	4250	3795.5	4477.2	6692.5	3706.7
Q9BX46	Q9BX46	RBM24	4073.7	1993.5	5113.9		2935.4
Q9BX59	Q9BX59	TAPBPL	3693.6	1864.1	4913.3	6372.6	10231.6
Q9BX66	Q9BX66	SORBS1	4506	4095.9	4711.1	18870.7	10520.1
Q9BX67	Q9BX67	JAM3	17896.6	14886.8	19401.6		12749.2
Q9BX68	Q9BX68	HINT2	65556.3	58193.5	69237.8	137258.4	56503.5
Q9BX70	Q9BX70	BTBD2	3566.1	3313.7	3703.7	2386.1	3272
Q9BX95	Q9BX95	SGPP1	4842	6537.2	3994.4	4495.9	4775.1
Q9BX97	Q9BX97	PLVAP				7429.1	10061.2
Q9BXB4	Q9BXB4	OSBPL11	4237.8	4351.2	4175.9	3406.4	3375.9
Q9BXB5	Q9BXB5	OSBPL10	4095.1	4853.2	3716.1	5439.3	5221.2
Q9BXC9	Q9BXC9	BBS2	18061.4	18635.2	17774.5	28654.1	24276.9
Q9BXF6	Q9BXF6	RAB11FIP5	2638.5	2744.4	2594.4	7160.3	5164.7
Q9BXI6	Q9BXI6	TBC1D10A	6299.2	6228.5	6334.6	12101	9221.4
Q9BXJ8	Q9BXJ8	TMEM120A	10976.7	11931.8	10499.1	14558.3	8740.7
Q9BXJ9	Q9BXJ9	NAA15	25083.8	25520.5	24865.5	25544.2	24886.5
Q9BXK1	Q9BXK1	KLF16	126.9		126.9	188.3	175.6
Q9BXK5	Q9BXK5	BCL2L13	10709.2	10868.9	10629.3	26604.3	17397.4
Q9BXM0	Q9BXM0	PRX				3052	2315.5
Q9BXM9	Q9BXM9	FSD1L	12000.2	14548.8	10725.9	8709.2	7939.1
Q9BXP2	Q9BXP2	SLC12A9	7786.4	8316.7	7521.2	15592.4	8692.9
Q9BXP5	Q9BXP5	SRRT	46882.7	44616.6	48015.7	36336.4	32134.8
Q9BXP8	Q9BXP8	PAPPA2	6763.7	9732.1	4982.8	9006.2	5937
Q9BXR0	Q9BXR0	QTRT1	13777.7	12267.1	14533	19242.3	13617.9
Q9BXS4	Q9BXS4	TMEM59	2109.8	2461.2	1918.2	5765.2	3743.9
Q9BXS5	Q9BXS5	AP1M1	72723.2	84181.3	66994.1	54339.8	65525.3
Q9BXT2	Q9BXT2	CACNG6	34667.8	25734.3	38496.4	3504.9	39977.7
Q9BXV9	Q9BXV9	GON7	140.7	121.4	150.4	1062.4	185.8
Q9BXW6	Q9BXW6	OSBPL1A	4128.4	3632.7	4353.7		4280.3
Q9BXW7	Q9BXW7	HDHD5	21904	20237.3	22737.4	27506.7	24207
Q9BXY0	Q9BXY0	MAK16	2526.8	2397	2565.7	2335.7	2393.7
Q9BY11	Q9BY11	PACSIN1	3096.4	3300.5	2994.4	3806.9	3893.9
Q9BY12	Q9BY12	SCAPER	3871.7	3968.4	3823.3	8143.6	4186.7
Q9BY32	Q9BY32	ITPA	34505.6	32950.6	35283	18145.3	23819.3
Q9BY41	Q9BY41	HDAC8	520.6	467.8	552.2	594.9	389.3
Q9BY42	Q9BY42	RTF2	3689.1	3685.7	3690.8	4936.2	4684.1
Q9BY43	Q9BY43	CHMP4A	2018.1	1430.6	2311.8	11545.3	3368.4
Q9BY44	Q9BY44	EIF2A	23670.7	26508.3	22251.9	48939.4	33839.6
Q9BY49	Q9BY49	PECR	16498.8	17716.1	15890.2	9848.6	4258
Q9BY50	Q9BY50	SEC11C	25980	25998.9	25970.6	108363.8	82621
Q9BY67	Q9BY67	CADM1	16757	16730.1	16770.5	17196.2	23026.6
Q9BY76	Q9BY76	ANGPTL4	856.9	547	960.3		1041.7
Q9BY77	Q9BY77	POLDIP3	28558.6	29496.8	28089.4	27242.8	20951.8
Q9BY84	Q9BY84	DUSP16	7902.3	8633.9	7536.5		10804.2
Q9BY89	Q9BY89	KIAA1671	5218.9	5244.4	5206.1	7327	4775.4
Q9BYB0	Q9BYB0	SHANK3	7619.5	8761.2	6934.5	9033.3	8399
Q9BYC5	Q9BYC5	FUT8	6074.7	6254.2	5984.9	9099	6621.2
Q9BYC8	Q9BYC8	MRPL32	650.1	809.8	610.2	1267.8	630.6
Q9BYC9	Q9BYC9	MRPL20	6379.5	6312.5	6413	6227	9073.2
Q9BYD1	Q9BYD1	MRPL13	15772.2	15763.1	15776.7	15483.1	17054.7
Q9BYD2	Q9BYD2	MRPL9	20827.3	20104.2	21188.8	29235.9	26131
Q9BYD3	Q9BYD3	MRPL4	13065.8	13085.6	13055.9	18408.9	16618.8
Q9BYD6	Q9BYD6	MRPL1	24612.8	21926.8	25955.8	51294.9	36145.2
Q9BYE7	Q9BYE7	PCGF6	706.4	767.1	676	1082.6	429.9
Q9BYF1	Q9BYF1	ACE2				3320.3	1533.3
Q9BYG3	Q9BYG3	NIFK	5926	6032.3	5872.9	5693.4	6256.8
Q9BYG5	Q9BYG5	PARD6B	11210.4	8985.2	12323	8627.2	7395.7
Q9BYH1	Q9BYH1	SEZ6L	7623.5	9290.9	6789.8	6345.7	7520.2
Q9BYI3	Q9BYI3	FAM126A	4743.7	5191.5	4519.8	3611.4	2020.2
Q9BYJ9	Q9BYJ9	YTHDF1	6858.8	6183.7	7196.3	10303.1	6703.4
Q9BYK8	Q9BYK8	HELZ2	2172.9	2705.7	1906.4	1455.3	1855
Q9BYM8	Q9BYM8	RBCK1	7996.1	8442.3	7773	8149.5	8094.1
Q9BYN0	Q9BYN0	SRXN1	4198.4	2863.3	4866	3800	12960.2
Q9BYN8	Q9BYN8	MRPS26	13676.9	12132	14449.3	33443.4	13682.4
Q9BYP7	Q9BYP7	WNK3	2022.4	2550.5	1734.3	5919.1	1638.1
Q9BYT3	Q9BYT3	STK33	1610.9	1884.1	1474.2	1870.4	1111
Q9BYT8	Q9BYT8	NLN	32196.9	29180.7	33705	20956.3	12623.5
Q9BYV8	Q9BYV8	CEP41	6888.7	6230.1	7218	7320.5	4668.9
Q9BYW2	Q9BYW2	SETD2	2105	1912.1	2201.4	3293.4	1787.1
Q9BYX2	Q9BYX2	TBC1D2	535.6		535.6	1881.1	704.1
Q9BYX4	Q9BYX4	IFIH1	1251.2	1334	1209.7	1527.5	1884.1
Q9BYZ8	Q9BYZ8	REG4					2254.3
Q9BZ23	Q9BZ23	PANK2	4031.6	4095.6	3999.6	13185.9	4742.5
Q9BZ29	Q9BZ29	DOCK9	13127.7	15037.4	12172.9	19466.1	10192.1
Q9BZ67	Q9BZ67	FRMD8	3754.9		3754.9	7682.4	4834.5
Q9BZ72	Q9BZ72	PITPNM2	1803.4	1946.6	1723.8	2020.1	2325.7
Q9BZ95	Q9BZ95	NSD3	5261.1	4998.9	5392.2	3920.1	5015.7
Q9BZC1	Q9BZC1	CELF4	10706.1	16015.5	8051.4	8437.1	8295.9
Q9BZC7	Q9BZC7	ABCA2	2749.4	2847	2688.4	8052	4330.9
Q9BZE1	Q9BZE1	MRPL37	14719.7	14402.6	14878.3	14376.2	17852.5
Q9BZE2	Q9BZE2	PUS3	2039.4	1656.1	2213.6	3305.4	2003.8
Q9BZE4	Q9BZE4	GTPBP4	27488.7	25935.7	28265.2	23693.2	25691.6
Q9BZE9	Q9BZE9	ASPSCR1	11272.7	10439	11689.6	16053.1	11213.3
Q9BZF1	Q9BZF1	OSBPL8	15197.4	14881.6	15355.3	34064.7	19546.9
Q9BZF2	Q9BZF2	OSBPL7	1369.6	1266.7	1421.1	2023	2163.5
Q9BZF3	Q9BZF3	OSBPL6	4319.1	4585.2	4186.1	3673.7	3529.2
Q9BZF9	Q9BZF9	UACA	16561.6	15795.5	16944.6	25548.7	17683.6
Q9BZG1	Q9BZG1	RAB34	2543.8	1972.2	2829.6	1157.4	1048.7
Q9BZG8	Q9BZG8	DPH1	1248.6	1264	1243.1	4455.9	1200
Q9BZH6	Q9BZH6	WDR11	11932.2	13196.5	11300	17727	14107.1
Q9BZI1	Q9BZI1	IRX2	362.3	485.1	270.2	783.7	573.3
Q9BZI7	Q9BZI7	UPF3B	5482.9	5898	5275.3	5815.5	4348.7
Q9BZJ0	Q9BZJ0	CRNKL1	10804.9	10480.3	10967.1	13662	8826.6
Q9BZK7	Q9BZK7	TBL1XR1	9389.2	9311	9428.3	9165.6	8716.4
Q9BZL1	Q9BZL1	UBL5	34314.9	38906.4	32401.8	10072.9	28684.1
Q9BZL4	Q9BZL4	PPP1R12C	5975.9	6495.9	5715.8	13020.5	9896.3
Q9BZL6	Q9BZL6	PRKD2	3558.4	3822.5	3426.3	4097.4	3420.3
Q9BZQ4	Q9BZQ4	NMNAT2	228.7	228.7			99.3
Q9BZQ6	Q9BZQ6	EDEM3	7795.9	8809.4	7289.1	7483.1	7706.2
Q9BZQ8	Q9BZQ8	NIBAN1	6179.4	2733.5	7745.6	32066.1	18194.2
Q9BZV1	Q9BZV1	UBXN6	14160.1	14937	13771.6	30859.9	23230.2
Q9BZX2	Q9BZX2	UCK2	15512.1	17645.1	14445.7	16109.5	11603.7
Q9BZZ5	Q9BZZ5	API5	147956.3	147536.5	148166.3	141096	128741.9
Q9C002	Q9C002	NMES1	6026.9	6109	5985.8	30062	29027.5
Q9C004	Q9C004	SPRY4	472.4	472.4		7377	1972.2
Q9C005	Q9C005	DPY30	1184	1115.8	1204.5	6621	1530.4
Q9C026	Q9C026	TRIM9	995.3	953.4	1016.3	7038.7	2747.1
Q9C035	Q9C035	TRIM5	430.7	290.2	454.2		407.4
Q9C037	Q9C037	TRIM4	128810.5	126165.4	130133.1	114037	124437.8
Q9C040	Q9C040	TRIM2	14565.6	16357	13669.9	12814.4	10347.3
Q9C075	Q9C075	KRT23	1265	1731.3	1031.8	979.3	1509.8
Q9C0B0	Q9C0B0	UNK	5998.9	5718.9	6138.9	9288.3	7090.6
Q9C0B1	Q9C0B1	FTO	15368	16357.6	14873.3	20753.2	15589.3
Q9C0B5	Q9C0B5	ZDHHC5	2115.6	2345.4	2019.8	10653.3	3462.7
Q9C0C2	Q9C0C2	TNKS1BP1	25786.8	28008.9	24675.8	42194.5	24160.3
Q9C0C4	Q9C0C4	SEMA4C	1578.9	1466.5	1640.2		1150.9
Q9C0C7	Q9C0C7	AMBRA1	207.1	73.1	233.9	152.6	208.6
Q9C0C9	Q9C0C9	UBE2O	16832.8	18135.8	16181.2	17693.7	16041.7
Q9C0D3	Q9C0D3	ZYG11B	1595.8	1660.9	1563.2	1122.8	1622.9
Q9C0D5	Q9C0D5	TANC1	2541.2	2270.5	2657.2	4226.1	2921.5
Q9C0D9	Q9C0D9	SELENOI	9996.6	9270	10359.9	12473.5	9846.1
Q9C0E2	Q9C0E2	XPO4	10628.2	10015.4	10934.6	17369.3	11660.5
Q9C0E8	Q9C0E8	LNPK	33899.8	37643	32028.1	44262.5	32943.1
Q9C0F1	Q9C0F1	CEP44	5948.9	6071.9	5918.2	5600.2	7583.4
Q9C0H9	Q9C0H9	SRCIN1	10267.9	13774.4	8514.6	18401.1	8144.9
Q9C0I1	Q9C0I1	MTMR12	3863	3876.9	3856	8795	3646.2
Q9C0J8	Q9C0J8	WDR33	12665.2	12201	12897.3	16026.3	10444.4
Q9GZL7	Q9GZL7	WDR12	8880.3	6923.6	9858.6	5885.1	5529.5
Q9GZM5	Q9GZM5	YIPF3	15023.8	15710.8	14680.4	29262.9	18670.5
Q9GZM7	Q9GZM7	TINAGL1				2462.8	2054.8
Q9GZM8	Q9GZM8	NDEL1	2190.6	2472.1	2049.9	4272.1	2686.5
Q9GZN1	Q9GZN1	ACTR6	1656.9	1678.8	1645	1905.6	1335.3
Q9GZN7	Q9GZN7	ROGDI	12907	13209.2	12755.9	24036	13882.9
Q9GZN8	Q9GZN8	C20orf27	7408.1	7758.8	7232.7	4486.7	7833.8
Q9GZP0	Q9GZP0	PDGFD	286.6	116.1	457.2		
Q9GZP4	Q9GZP4	PITHD1	27809.5	30909.8	26259.3	37025.3	30396.8
Q9GZP9	Q9GZP9	DERL2	9273	9595.6	9111.7	16368.8	14701.7
Q9GZQ3	Q9GZQ3	COMMD5	8422.4	8363.8	8451.7	10130.1	11967.1
Q9GZR2	Q9GZR2	REXO4	561.5	325.2	719.1	2334.8	605.2
Q9GZR7	Q9GZR7	DDX24	13022	14680.2	12192.9	14157.6	14297.5
Q9GZS1	Q9GZS1	POLR1E	2219.2	1783	2417.5	9465.3	3035.3
Q9GZS3	Q9GZS3	WDR61	42622.7	40411.9	43728.2	29695.7	41467.9
Q9GZT3	Q9GZT3	SLIRP	48570.5	39820.2	52945.7	102977.8	67528.3
Q9GZT4	Q9GZT4	SRR	6758.3	6470.1	6902.3	4757.6	3022.9
Q9GZT6	Q9GZT6	CCDC90B	6136.8	6036.5	6186.9	10459.8	12034.5
Q9GZT8	Q9GZT8	NIF3L1	8977.2	7032.7	9949.5	10557.4	12658.5
Q9GZT9	Q9GZT9	EGLN1	11326.7	10935.7	11522.2	18799.8	9968.6
Q9GZU1	Q9GZU1	MCOLN1	155.1		155.1	347.4	219.4
Q9GZU2	Q9GZU2	PEG3	266.2	255.3	270.5		382.3
Q9GZU7	Q9GZU7	CTDSP1					3656
Q9GZU8	Q9GZU8	PSME3IP1	1836.7	1605.1	1952.4	2420.1	1850.1
Q9GZV4	Q9GZV4	EIF5A2	4470.3	3988.6	4951.9	3572.4	3811.2
Q9GZX9	Q9GZX9	TWSG1	1286.2	1291.5	1278.1	1794.3	1015.5
Q9GZY4	Q9GZY4	COA1	4444	4063.7	4634.1	11018.8	4201.9
Q9GZY6	Q9GZY6	LAT2				1958.6	580.4
Q9GZY8	Q9GZY8	MFF	10722.1	11906.5	10130	22777.8	11903.7
Q9GZZ1	Q9GZZ1	NAA50	26417.6	27061.7	26095.5	33187.1	26752.7
Q9GZZ9	Q9GZZ9	UBA5	16099.5	15250.8	16523.8	45912.6	33760.9
Q9H000	Q9H000	MKRN2	6275.9	6465.2	6181.2	3399.9	6483.6
Q9H008	Q9H008	LHPP	29395.1	28704.3	29740.6	72702.6	62595.3
Q9H019	Q9H019	MTFR1L	11161.3	11707.1	10888.4	19784.9	13668.3
Q9H061	Q9H061	TMEM126A	18062.2	15741.4	19222.6	28743.5	28759.6
Q9H074	Q9H074	PAIP1	22105.2	20568.6	22873.5	21923.6	16737.8
Q9H078	Q9H078	CLPB	14900	15352.4	14673.8	13414.2	13357.6
Q9H079	Q9H079	KATNBL1	65.6	59	72.2	41.3	113.8
Q9H082	Q9H082	RAB33B	14775.9	14980.5	14673.6	15337	17822
Q9H089	Q9H089	LSG1	9215	9181.5	9231.8	22099.3	12635.2
Q9H098	Q9H098	FAM107B	1797.9	2497	1543.7	5881.9	1968.2
Q9H0A0	Q9H0A0	NAT10	18115.5	15818.7	19263.9	14438.7	18339.1
Q9H0A8	Q9H0A8	COMMD4	10616.8	10258.7	10795.9		8102.8
Q9H0B6	Q9H0B6	KLC2	45043.7	54035.8	40547.6	67628.3	47608.9
Q9H0B8	Q9H0B8	CRISPLD2					4704.4
Q9H0C8	Q9H0C8	ILKAP	18668.1	18347.1	18828.7	18809.6	17865.8
Q9H0D6	Q9H0D6	XRN2	31897.5	30287.4	32702.5	27977.8	26659.1
Q9H0E2	Q9H0E2	TOLLIP	34622.2	39293	32286.8	55030.3	38758.7
Q9H0E3	Q9H0E3	SAP130	8645	8002.2	8966.3	16711.5	6913.5
Q9H0E9	Q9H0E9	BRD8	15596.3	16557.5	15115.7	26840.9	14785
Q9H0F6	Q9H0F6	SHARPIN	4674	4716.7	4652.6	6412.4	4386.7
Q9H0F7	Q9H0F7	ARL6.00	3517.3	4099.8	3199.5	4858.9	3567.7
Q9H0G5	Q9H0G5	NSRP1	3723.5	3376.5	3868	5268.7	4505.1
Q9H0H0	Q9H0H0	INTS2	4289.9	3784.4	4542.6	3964.1	3968.7
Q9H0J9	Q9H0J9	PARP12	5532	6633	4981.5	9688.2	7327.4
Q9H0K1	Q9H0K1	SIK2	2715.3	2647.1	2752.6	5024.8	2465.6
Q9H0L4	Q9H0L4	CSTF2T	18860.1	17429.4	19575.4	23232.1	15145.7
Q9H0N5	Q9H0N5	PCBD2	14002.6	12694.6	14716	23132.1	16282.6
Q9H0P0	Q9H0P0	NT5C3A	7215.4	8147.3	6749.5	14042.1	11500.5
Q9H0Q0	Q9H0Q0	CYRIA	521	530.1	509.6		851.8
Q9H0R3	Q9H0R3	TMEM222	2887.1	2618.7	3021.3	3803.8	3064.3
Q9H0R4	Q9H0R4	HDHD2	43160.3	45293.6	42093.7	94967.8	82158.1
Q9H0R6	Q9H0R6	QRSL1	10878	11589.2	10522.4	12360.8	10288
Q9H0R8	Q9H0R8	GABARAPL1	5046	4728.5	5204.7	8403.3	7798.5
Q9H0S4	Q9H0S4	DDX47	8098.2	7564.1	8365.2	10747.2	9500.3
Q9H0T7	Q9H0T7	RAB17	2322.7	3013.2	2035.1	5439.7	2351.5
Q9H0U3	Q9H0U3	MAGT1	46175.5	45854.1	46336.1	49542.3	56064.8
Q9H0U4	Q9H0U4	RAB1B	47244.2	50772.8	45479.8	133064.6	103748.5
Q9H0U6	Q9H0U6	MRPL18	11483.5	10596.3	11927.1	17052.8	13555.8
Q9H0U9	Q9H0U9	TSPYL1	5436.1	5197.8	5555.3	10009.7	8412.5
Q9H0V1	Q9H0V1	TMEM168	258.2	132.9	320.9	1264.7	515.1
Q9H0V9	Q9H0V9	LMAN2L	10254.6	10478.7	10142.5	7419.6	8751.8
Q9H0W5	Q9H0W5	CCDC8	1453.6	1236.3	1562.2	1970	1086.5
Q9H0W8	Q9H0W8	SMG9	4759.6	4397.2	4940.8	6103.7	4755.1
Q9H0W9	Q9H0W9	C11orf54	37396.9	35398.7	38396	44033.8	41869.9
Q9H0X4	Q9H0X4	FAM234A	3589.4	3099.7	3834.3	5170.5	3521.7
Q9H115	Q9H115	NAPB	15629	19041	13923	20396.8	12516.1
Q9H147	Q9H147	DNTTIP1	1850.8	1720	1938	2730.6	2018.5
Q9H160	Q9H160	ING2	2626.5	2709.9	2598.7	3495.4	3091.4
Q9H173	Q9H173	SIL1	26394.8	28215.2	25484.6	49053.9	58300.1
Q9H1A3	Q9H1A3	METTL9	1904.6	2316.6	1629.9	1719.9	1952
Q9H1A4	Q9H1A4	ANAPC1	5427.8	4834.5	5724.4	4734.8	4663
Q9H1B5	Q9H1B5	XYLT2	577.8	645	558.5	3079.1	1110
Q9H1B7	Q9H1B7	IRF2BPL	22103.8	22739.1	21786.2	24849.4	11690.3
Q9H1C3	Q9H1C3	GLT8D2	3831.4	4731.6	3381.3	4644.1	4863
Q9H1C4	Q9H1C4	UNC93B1	267	288.2	256.4	116.1	251.9
Q9H1C7	Q9H1C7	CYSTM1	24563.6	28532.5	22579.1	12761.4	37958.7
Q9H1D9	Q9H1D9	POLR3F	8227.3	7647.8	8517.1	18837.4	7556.3
Q9H1E1	Q9H1E1	RNASE7	2835.3	2835.3			3475.7
Q9H1E3	Q9H1E3	NUCKS1	45793	36992.1	50193.4	126725.3	57471.3
Q9H1E5	Q9H1E5	TMX4	17016.7	19140.2	15954.9	45572.3	32279.3
Q9H1H9	Q9H1H9	KIF13A	5894.8	4952.1	6323.2	14506.7	9737.5
Q9H1I8	Q9H1I8	ASCC2	10815	11353.8	10545.6	19165.1	13588.5
Q9H1J1	Q9H1J1	UPF3A				19660.4	3050.6
Q9H1K0	Q9H1K0	RBSN	4639.3	5130	4394	17378.7	4643.7
Q9H1K1	Q9H1K1	ISCU	7218.6	6940.7	7357.5	8809.7	11137.4
Q9H1K6	Q9H1K6	TLNRD1	152.8	259.9	137.4	1241.2	211.7
Q9H1N7	Q9H1N7	SLC35B3	1330.1	1775.7	884.4	1523.3	1941.6
Q9H1P3	Q9H1P3	OSBPL2	4293.9	4271.1	4305.3	8509	3538.2
Q9H1V8	Q9H1V8	SLC6A17	13341.4	2237.7	20003.7	10450.6	10319.7
Q9H1X3	Q9H1X3	DNAJC25	2848.1	2659.2	2926.8	5670.6	4125.7
